time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2008-01-01 00:00:00,192.9900000000001,8.027999999999999,28943.010000000017,796.7999999999992,0.0,27.0,2142.0
2008-01-01 02:00:00,312.29200000000003,8.981999999999996,29079.520000000008,1284.5999999999985,0.0,28.0,2161.0
2008-01-01 04:00:00,294.648,7.276000000000001,28894.67999999999,1211.4000000000012,0.0,2.0,2134.0
2008-01-01 06:00:00,181.34000000000015,7.5260000000000025,28941.149999999994,740.600000000001,0.0,26.0,341.0
2008-01-01 08:00:00,145.56399999999994,9.242,29045.980000000014,597.9999999999997,0.0,28.0,0.0
2008-01-01 10:00:00,194.268,11.374000000000004,28967.5,819.0,542.0,425.0,815.0
2008-01-01 12:00:00,300.4780000000002,26.394000000000002,28808.260000000017,1273.3999999999999,582.0,1790.0,681.0
2008-01-01 14:00:00,172.11,11.215999999999998,29275.369999999995,709.800000000001,0.0,329.0,1695.0
2008-01-01 16:00:00,174.77800000000005,9.127999999999998,28915.170000000006,724.9999999999999,0.0,28.0,0.0
2008-01-01 18:00:00,353.2499999999999,16.046000000000003,28417.34,1492.3999999999994,0.0,17.0,460.0
2008-01-01 20:00:00,334.67599999999993,14.692000000000002,28622.559999999994,1405.0,689.0,11.0,1926.0
2008-01-01 22:00:00,103.34400000000001,12.604000000000008,29182.269999999997,433.2,648.0,28.0,0.0
2008-01-02 00:00:00,190.00400000000002,14.239999999999997,29075.290000000015,789.4000000000013,0.0,0.0,1277.0
2008-01-02 02:00:00,54.737999999999936,19.201999999999998,29063.040000000005,244.40000000000035,0.0,40.0,0.0
2008-01-02 04:00:00,50.15599999999996,11.750000000000007,28921.139999999996,222.8000000000002,0.0,5.0,0.0
2008-01-02 06:00:00,240.494,26.622,28756.55,1032.3999999999996,0.0,37.0,1138.0
2008-01-02 08:00:00,129.992,24.192000000000004,28522.8,568.8000000000009,0.0,39.0,569.0
2008-01-02 10:00:00,66.40200000000002,14.208000000000006,28654.900000000012,291.9999999999999,0.0,0.0,0.0
2008-01-02 12:00:00,110.88800000000005,16.320000000000004,28764.749999999993,492.00000000000006,0.0,40.0,336.0
2008-01-02 14:00:00,189.03199999999993,11.330000000000004,29089.449999999986,774.8,0.0,0.0,2164.0
2008-01-02 16:00:00,140.89999999999995,10.379999999999997,29067.559999999998,578.1999999999996,0.0,39.0,1226.0
2008-01-02 18:00:00,105.96799999999999,11.705999999999998,28468.439999999984,446.59999999999997,0.0,21.0,0.0
2008-01-02 20:00:00,75.13800000000003,8.245999999999995,28680.710000000006,317.0000000000001,0.0,20.0,0.0
2008-01-02 22:00:00,180.94,11.053999999999998,29054.15999999999,746.9999999999994,336.0,39.0,531.0
2008-01-03 00:00:00,68.87400000000002,9.138000000000002,28865.319999999992,280.4000000000003,0.0,52.0,0.0
2008-01-03 02:00:00,124.73200000000001,5.637999999999999,28987.769999999982,508.99999999999966,0.0,0.0,968.0
2008-01-03 04:00:00,68.92999999999995,9.777999999999997,28878.25999999999,283.8000000000002,0.0,55.0,0.0
2008-01-03 06:00:00,68.77400000000002,9.716,28717.910000000007,282.0000000000002,0.0,30.0,0.0
2008-01-03 08:00:00,66.84599999999998,7.369999999999999,28495.539999999986,275.8000000000001,0.0,17.0,0.0
2008-01-03 10:00:00,67.71000000000002,9.231999999999996,28471.079999999994,280.8000000000002,0.0,52.0,0.0
