time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2009-01-01 00:00:00,64.524,8.943999999999997,29461.020000000008,290.5999999999999,0.0,0.0,0.0
2009-01-01 02:00:00,66.112,9.21199999999999,29498.919999999995,294.99999999999994,0.0,31.0,0.0
2009-01-01 04:00:00,65.23400000000002,7.386,29374.02,290.5999999999996,0.0,30.0,0.0
2009-01-01 06:00:00,121.71200000000002,9.309999999999999,29052.31999999999,516.9999999999995,0.0,5.0,978.0
2009-01-01 08:00:00,64.34999999999998,7.219999999999994,28911.420000000013,292.5999999999994,0.0,26.0,0.0
2009-01-01 10:00:00,99.84399999999992,9.850000000000007,28984.21,438.5999999999999,765.0,30.0,0.0
2009-01-01 12:00:00,34.31799999999999,8.899999999999995,28945.48000000001,149.40000000000006,0.0,22.0,0.0
2009-01-01 14:00:00,34.009999999999984,8.517999999999994,29628.339999999982,145.0000000000002,0.0,9.0,0.0
2009-01-01 16:00:00,92.59799999999993,10.475999999999992,28967.589999999986,383.9999999999994,0.0,30.0,957.0
2009-01-01 18:00:00,160.10200000000006,7.442000000000001,28825.379999999994,666.3999999999996,0.0,281.0,0.0
2009-01-01 20:00:00,334.282,15.740000000000002,28846.230000000003,1400.7999999999993,0.0,2712.0,0.0
2009-01-01 22:00:00,269.60599999999994,9.67,29189.0,1105.7999999999995,0.0,669.0,868.0
2009-01-02 00:00:00,383.836,13.453999999999999,29231.35999999998,1580.1999999999998,805.0,390.0,2183.0
2009-01-02 02:00:00,121.07999999999998,11.411999999999999,29559.309999999998,500.4000000000002,0.0,27.0,1376.0
2009-01-02 04:00:00,39.06799999999999,10.996000000000006,29835.090000000004,180.99999999999991,0.0,6.0,0.0
2009-01-02 06:00:00,37.55600000000001,9.325999999999992,29572.580000000016,174.19999999999973,0.0,34.0,0.0
2009-01-02 08:00:00,132.81399999999996,9.742000000000004,29159.899999999983,554.7999999999998,0.0,19.0,715.0
2009-01-02 10:00:00,121.57999999999998,13.993999999999998,29189.199999999997,513.3999999999999,916.0,14.0,0.0
2009-01-02 12:00:00,253.23799999999994,22.09199999999999,29085.85999999999,1056.8000000000002,972.0,33.0,1984.0
2009-01-02 14:00:00,114.57399999999994,13.916000000000002,29917.029999999988,492.39999999999986,637.0,0.0,0.0
2009-01-02 16:00:00,110.49000000000005,8.458,20022.539999999997,463.0000000000002,0.0,33.0,0.0
2009-01-02 18:00:00,228.128,16.898,28912.709999999985,953.7999999999985,0.0,33.0,600.0
2009-01-02 20:00:00,202.578,7.1960000000000015,29117.73,835.4,0.0,0.0,636.0
2009-01-02 22:00:00,62.51800000000001,12.097999999999999,29557.020000000004,259.4000000000005,0.0,33.0,0.0
2009-01-03 00:00:00,55.79400000000002,11.984000000000005,29359.240000000005,238.1999999999997,0.0,32.0,146.0
2009-01-03 02:00:00,41.014000000000024,10.651999999999997,29462.100000000002,180.20000000000007,0.0,31.0,0.0
2009-01-03 04:00:00,38.905999999999985,9.192000000000002,29267.42,172.99999999999983,0.0,11.0,0.0
2009-01-03 06:00:00,67.968,10.047999999999996,29107.259999999987,297.8,0.0,19.0,193.0
2009-01-03 08:00:00,253.41799999999998,13.840000000000002,29050.15999999999,1064.8000000000002,1344.0,583.0,1033.0
2009-01-03 10:00:00,388.30199999999996,26.875999999999994,28834.590000000007,1639.9999999999998,2569.0,1475.0,1094.0
2009-01-03 12:00:00,296.514,18.881999999999998,29049.25000000001,1240.1999999999998,1381.0,99.0,2155.0
2009-01-03 14:00:00,364.77799999999996,15.773999999999997,28988.95,1498.800000000001,1789.0,364.0,2164.0
2009-01-03 16:00:00,344.89399999999995,27.641999999999996,28799.749999999996,1449.8000000000004,2215.0,32.0,375.0
2009-01-03 18:00:00,209.65200000000007,22.246,28666.26000000001,895.5999999999998,850.0,32.0,165.0
2009-01-03 20:00:00,349.9920000000001,11.416000000000006,28573.810000000012,1472.7999999999981,1030.0,32.0,1509.0
2009-01-03 22:00:00,56.39399999999997,10.560000000000006,29279.629999999986,240.79999999999964,0.0,30.0,0.0
2009-01-04 00:00:00,103.68200000000002,9.108000000000002,29305.13000000001,432.59999999999997,0.0,40.0,0.0
2009-01-04 02:00:00,86.17200000000003,8.928,29474.850000000002,364.3999999999999,0.0,35.0,0.0
2009-01-04 04:00:00,124.74399999999997,9.005999999999998,29244.56999999999,517.9999999999992,0.0,38.0,662.0
2009-01-04 06:00:00,199.90599999999998,10.138,28898.89000000001,839.9999999999999,0.0,33.0,1035.0
2009-01-04 08:00:00,258.572,11.116000000000007,28971.590000000015,1072.6000000000001,0.0,1550.0,2144.0
2009-01-04 10:00:00,172.892,16.675999999999995,28958.420000000006,724.4000000000007,0.0,484.0,1571.0
2009-01-04 12:00:00,75.79,10.606,29286.409999999996,330.4000000000001,564.0,53.0,0.0
2009-01-04 14:00:00,52.13599999999999,10.255999999999997,29451.94,224.6000000000002,243.0,33.0,0.0
2009-01-04 16:00:00,45.768,7.168000000000001,29257.190000000006,206.8000000000003,0.0,11.0,0.0
2009-01-04 18:00:00,168.316,16.516,28911.930000000008,716.1999999999998,1177.0,22.0,761.0
2009-01-04 20:00:00,265.8640000000001,20.962000000000003,28816.140000000003,1117.5999999999997,823.0,32.0,598.0
2009-01-04 22:00:00,87.29800000000006,12.568000000000001,29207.630000000012,375.7999999999998,0.0,33.0,538.0
2009-01-05 00:00:00,168.308,11.336000000000002,28987.49999999998,689.1999999999994,0.0,33.0,2224.0
2009-01-05 02:00:00,169.138,12.05,29102.219999999998,689.1999999999997,0.0,32.0,2240.0
2009-01-05 04:00:00,113.01799999999997,15.726,29171.23000000001,472.80000000000024,0.0,33.0,889.0
2009-01-05 06:00:00,115.70999999999997,23.66000000000001,29070.30000000001,492.6000000000004,0.0,32.0,317.0
2009-01-05 08:00:00,140.888,13.333999999999994,28759.86999999999,593.9999999999998,0.0,22.0,1533.0
2009-01-05 10:00:00,91.238,11.988,28873.08000000001,390.8000000000005,0.0,104.0,571.0
2009-01-05 12:00:00,107.25000000000001,30.74999999999999,28963.31,466.00000000000034,0.0,339.0,129.0
2009-01-05 14:00:00,90.72399999999999,13.627999999999998,29173.20999999999,387.1999999999999,0.0,266.0,431.0
2009-01-05 16:00:00,179.5860000000001,12.043999999999999,28868.69,749.4000000000005,0.0,89.0,1862.0
2009-01-05 18:00:00,73.18800000000003,16.656000000000002,28755.62,324.79999999999995,0.0,34.0,136.0
2009-01-05 20:00:00,183.6080000000001,14.314000000000004,28708.639999999996,772.7999999999998,551.0,34.0,1165.0
2009-01-05 22:00:00,80.14600000000002,14.975999999999997,28999.58000000001,342.00000000000006,516.0,34.0,212.0
2009-01-06 00:00:00,31.885999999999996,14.533999999999992,29080.96,142.99999999999986,0.0,39.0,138.0
2009-01-06 02:00:00,34.76000000000001,15.711999999999998,28931.670000000006,163.5999999999998,0.0,37.0,201.0
2009-01-06 04:00:00,30.248000000000026,13.794000000000002,29049.760000000013,138.99999999999994,0.0,38.0,140.0
2009-01-06 06:00:00,30.37200000000003,13.884,28990.01,136.7999999999999,0.0,37.0,140.0
2009-01-06 08:00:00,104.92600000000002,13.509999999999994,28851.58000000001,449.99999999999994,0.0,38.0,1032.0
